,neno,tag,uwingi,word
800,haiozi,phrase,,what is saved does not spoil
801,wananchi,noun 9/10,akiba,ond
802,akiba,noun 7/8,vyombo,art
803,akida,noun 5/6an,maakida,adjutant
804,akida,noun 5/6an,maakida,chief
805,akida,noun 5/6an,maakida,foreman
806,akida,noun 5/6an,maakida,leader
807,akida,noun 5/6an,maakida,manager
808,akida,noun 5/6an,maakida,officer
809,akida,noun 5/6an,maakida,supervisor
810,akidi,verb,,conclude
811,akidi,verb,,end
812,akidi,verb,,finish
813,akidi,verb,,suffice
814,akidu,noun 5/6an,maakidu,contractor
815,akifia,verb,,entrust with (a task or money or property)
816,akifu,verb,,curb
817,akifu,verb,,have a fixed price
818,akifu,verb,,refuse
819,akifu,verb,,reject
820,akifu,verb,,stop
821,akika,noun 9/10,akika, child
822,akika,noun 9/10,akika, baby'aircut
823,akiki,noun 9/10,akiki, child
824,akiki,noun 9/10,akiki,carnelian
825,akiki,noun 9/10,akiki, aircutting
826,akili,verb,,consider
827,akili,verb,,reflect
828,akili,verb,,broaden one's mind
829,akili,verb,,become agitated
830,akili,verb,,lose one's senses
831,akili,verb,,make mentally ill
832,akili,verb,,be mentally ill
833,akili,noun 9/10,akili,ability
834,akili,noun 9/10,akili,capability
835,akili,noun 9/10,akili,cleverness
836,akili,noun 9/10,akili,competence
837,akili,noun 9/10,akili,discretion
838,akili,noun 9/10,akili,intellect
839,akili,noun 9/10,akili,intelligence
840,akili,noun 9/10,akili,judgment
841,akili,noun 9/10,akili,knowledge
842,akili,noun 9/10,akili,mind
843,akili,noun 9/10,akili,plan
844,akili,noun 9/10,akili,proficiency
845,akili,noun 9/10,akili,reason
846,akili,noun 9/10,akili,sense
847,akili,noun 9/10,akili,thought
848,akili,noun 9/10,akili, ense)
849,akili,noun 9/10,akili,understanding
850,mali,phrase,,(good) sense is wealth
851,timamu,phrase,,sound mind
852,akina,adjective,,person or people like
853,akina,noun 9/10,akina,descent
854,akina,noun 9/10,akina,extraction
855,akina,noun 9/10,akina,family
856,akina,noun 9/10an,akina,o
857,mama,noun 9/10an,akina,womenfolk
858,sisi,phrase,akina,s
859,akisha,verb,,cause to be built
860,akisi,verb,,reflect
861,ako,pronoun,,your (sing)
862,ako,pronoun,,yours (sing)
863,magharibi,noun,,pl sing
864,matlai,noun,,pl sing
865,akraba,noun 9/10an,akraba,relation
866,akraba,noun 9/10an,akraba,egree)
867,akrabu,noun,akrabu,hand
868,akrabu,noun,akrabu,indicator
869,akrabu,noun,akrabu,pointer
870,aksante,noun 10,,thanks
871,aksante,phrase,,thank you
872,aksidenti,noun 9/10,aksidenti,accident
873,aktari,noun 9/10,aktari,crowd
874,aktari,noun 9/10,aktari,gathering
875,akwe,pronoun,,pl sing
876,akwe,pronoun,,pl sing
877,also,usually,,
878,ala,interjection,,expresses impatience
879,ala,interjection,,expresses amazement
880,ala,noun 9/10,,
881,ala,noun 9/10,,
882,ala,noun 9/10,,
883,ala,noun 9/10,,
884,ala,noun 9/10,,
885,ala,noun 9/10,,
886,ala,noun 9/10,,
887,ala,noun 9/10,,
888,ala,noun 9/10,,
889,hali,conjunction,,anyhow
890,hali,conjunction,,anyway
891,muziki,phrase,ala,nstrument
892,alaf,adjective,,thousand
893,alafu,adjective,,thousand
894,alafu,adverb,,afterwards
895,alafu,adverb,,in future
896,alafu,adverb,,later
897,alafu,adverb,,subsequently
898,alafu,conjunction,,then
899,alama,noun 9/10,alama,grade
900,alama,noun 9/10,alama,indication
901,alama,noun 9/10,alama,mark
902,alama,noun 9/10,alama,postmark
903,alama,noun 9/10,alama,sign
904,alama,noun 9/10,alama,symbol
905,alama,noun 9/10,alama,trace
906,usawa,noun 9/10,alama,ign
907,alamsiki,interjection,,farewell
908,alamsiki,interjection,,good bye
909,alamu,noun 9/10,alamu,banner
910,alamu,noun 9/10,alamu,flag
911,alamu,noun 9/10,alamu,lag
912,alamu,noun 9/10,alamu,warning
913,alasiri,noun 9/10,alasiri,afternoon
914,alasiri,noun 9/10,alasiri,midafternoon
915,alasiri,noun 9/10,alasiri,  o'clock)
916,alau,adverb,,at any rate
917,alau,adverb,,anyhow
918,alau,adverb,,at last
919,alau,adverb,,even
920,alau,conjunction,,although
921,alfabeti,noun 9/10,alfabeti,alphabet
922,alfafa,noun 9/10,alfafa,ound
923,alfajiri,noun 9/10,alfajiri,dawn
924,alfajiri,noun 9/10,alfajiri,daybreak
925,alfajiri,noun 9/10,alfajiri, AM)
926,alfala,noun 9/10,alfala,ound
927,alfu,adjective,,thousand
928,Alhamisi,noun 9/10,alhamisi,Thursday
929,kuu,noun,,Maundy Thursday
930,alhasil,adverb,,consequently
931,alhasil,adverb,,hence
932,alhasil,adverb,,similarly
933,alhasil,adverb,,then
934,alhasil,adverb,,thereupon
935,alhasil,adverb,,in this way
936,alhasil,adverb,,thus
937,alhasir,adverb,,consequently
938,alhasir,adverb,,hence
939,alhasir,adverb,,similarly
940,alhasir,adverb,,then
941,alhasir,adverb,,thereupon
942,alhasir,adverb,,in this way
943,alhasir,adverb,,thus
944,alia,verb,,make marks on the body (by a blow)
945,alika,verb,,beckon
946,alika,verb,,call
947,alika,verb,,challenge
948,alika,verb,,click
949,alika,verb,,communicate
950,alika,verb,,confine (a sick person etc
951,alika,verb,,crack
952,alika,verb,,crackle
953,alika,verb,,entice
954,alika,verb,,explain
955,alika,verb,,explode (of bombs)
956,alika,verb,,go off (of bombs)
957,alika,verb,,inform
958,alika,verb,,intern
959,alika,verb,,invite
960,alika,verb,,ripple (of water)
961,alika,verb,,splash
962,alika,verb,,summon
963,alikana,verb,,invite each other
964,aliki,verb,,attach
965,aliki,verb,,fasten
966,aliki,verb,,hang
967,aliki,verb,,hang up
968,aliko,noun 5/6,maaliko,call
969,aliko,noun 5/6,maaliko,challenge
970,aliko,noun 5/6,maaliko,clapping
971,aliko,noun 5/6,maaliko,noise)
972,aliko,noun 5/6,maaliko,invitation
973,aliko,noun 5/6,maaliko,ingers
974,aliko,noun 5/6,maaliko,summons
975,alili,adverb,,very
976,alimradhi,conjunction,,accordingly
977,alimradhi,conjunction,,hence
978,alimradhi,conjunction,,and so
979,alimradhi,conjunction,,and then
980,alimradhi,conjunction,,therefore
981,alimradi,conjunction,,accordingly
982,alimradi,conjunction,,hence
983,alimradi,conjunction,,and so
984,alimradi,conjunction,,and then
985,alimradi,conjunction,,therefore
986,alisa,noun,alisa,lace
987,alisha,verb,,click
988,alisha,verb,,cause to crack
989,alisha,verb,,cause to explode
990,alisha,verb,,cause (a bomb etc
991,alisha,verb,,invite
992,alisha,verb,,cause to ripple
993,alisha,verb,,cause to snap
994,alisha,verb,,cause to splash
995,alisha,verb,,summon
996,Allah,noun 1,,God (Moslem)
997,almari,noun,almari,rawers
998,almaria,verb,almaria,braid
999,almaria,noun,almaria,braids
1000,almaria,noun,almaria,embroidery
1001,almasi,noun,almaria,brilliant
1002,almasi,noun 9/10,almasi,diamond
1003,almasi,noun,,proper noun (masculine)
1004,almazi,adjective,,brilliant
1005,almazi,noun,almazi,diamond
1006,almazi,pronoun,,pronoun (masculine)
1007,almuradi,conjunction,,accordingly
1008,almuradi,conjunction,,consequently
1009,almuradi,conjunction,,hence
1010,almuradi,conjunction,,and so
1011,almuradi,conjunction,,and then
1012,almuradi,conjunction,,then
1013,almuradi,conjunction,,therefore
1014,almuradi,conjunction,,thereupon
1015,pua,noun 9,,steel alloy
1016,alowensi,noun,alowensi,allowance
1017,altare,noun 9/10,altare,altar
1018,aluminiamu,noun 9/10,aluminiamu,aluminium
1019,alwaridi,noun,alwaridi,oses
1020,ama,verb,,join
1021,ama,verb,,lie prone
1022,ama,verb,,get stuck
1023,ama,verb,,stick
1024,ama,adverb,,either
1025,ama,conjunction,,either
1026,ama,conjunction,,however
1027,ama,conjunction,,or
1028,ama,conjunction,,yet
1029,ama,interjection,,expresses impatience
1030,ama,interjection,,expresses amazement
1031,ama,interjection,,expression used to introduce a question or
1032,amali,noun 9/10,amali,act
1033,amali,noun,amali,activity
1034,amali,noun,amali,behavior
1035,amali,noun 9/10,amali,business
1036,amali,noun,amali,f)
1037,amali,noun,amali,employment
1038,amali,noun,amali,occupation
1039,amali,noun 9/10,amali,practice
1040,amali,noun,amali,profession
1041,amali,noun,amali,speciality
1042,amali,noun,amali,work
1043,amana,noun 9/10,amana,pledge
1044,amana,noun,amana,security
1045,amana,noun 9/10,amana,trust
1046,amana,noun,amana,vow
1047,amani,noun 9/10,amani,peace
1048,amani,noun,amani,safety
1049,amani,noun,amani,security
1050,amania,verb,,believe in
1051,amania,verb,,depend on
1052,amania,verb,,rely on
1053,amania,verb,,trust
1054,amara,noun 9/10,amara,assistance
1055,amara,noun 9/10,amara,usiness
1056,amara,noun,amara,help
1057,amari,noun,amari,anchorchain
1058,amari,noun 9/10,amari,nchor)
1059,amba,verb,,adhere
1060,amba,verb,,bait
1061,amba,verb,,cohere
1062,amba,verb,,be in contact
1063,amba,verb,,explain
1064,amba,verb,,lure
1065,amba,verb,,say
1066,amba,verb,,slander
1067,amba,verb,,speak
1068,amba,verb,,hold together
1069,amba,verb,,stick together
1070,amba,verb,,prepare a trap for fish
1071,amba,pronoun,,who
1072,amba,prefix,,wh
1073,amba,pronoun,,that
1074,amba,pronoun,,which
1075,ambaa,verb,,come near to without touching
1076,ambaa,verb,,avoid
1077,ambaa,verb,,escape
1078,ambaa,verb,,hug (the shore)
1079,ambaa,verb,,pass by
1080,ambaa,verb,,skirt
1081,ambao,pronoun,,who
1082,ambapo,conjunction,,whereas
1083,ambapo,conjunction,,while
1084,ambari,noun,ambari,ambergris
1085,ambata,verb,,adhere
1086,ambata,verb,,clasp
1087,ambata,verb,,cling
1088,ambata,verb,,connect
1089,ambata,verb,,join
1090,ambata,verb,,stick
1091,ambatana,verb,,adhere
1092,ambatana,verb,,clasp (each other)
1093,ambatana,verb,,cling to (each other)
1094,ambatana,verb,,connect
1095,ambatana,verb,,stick together
1096,ambatana,verb reciprocal,,cling together
1097,ambatana,verb reciprocal,,be linked
1098,ambatisha,verb,,cause to adhere
1099,ambaza,verb,,cause to come near without touching
1100,ambaza,verb,,cause to avoid
1101,ambaza,verb,,cause to escape
1102,ambaza,verb,,cause to hug (the shore)
1103,ambaza,verb,,cause to pass by
1104,ambaza,verb,,cause to skirt
1105,ambazo,pronoun,,which
1106,ambia,verb,,inform
1107,ambia,verb,,relate
1108,ambia,verb applicative,,tell
1109,ambika,verb,,adhere
1110,ambika,verb,,bait
1111,ambika,verb,,bait a trap
1112,ambika,verb,,chatter
1113,ambika,verb,,cohere
1114,ambika,verb,,gossip
1115,ambika,verb,,lure
1116,ambika,verb,,stick together
1117,ambika,verb,,prepare a trap for fish
1118,ambilika,verb,,affable
1119,ambilika,verb,,be approachable
1120,ambiwa,verb,,be informed
1121,ambiwa,verb,,be related
1122,ambiwa,verb,,be said of
1123,ambiwa,verb,,be told
1124,ambizana,verb,,talk to each other
1125,ambo,noun 5/6,maambo,glue
1126,ambo,noun 5/6,maambo,gum
1127,ambua,verb,,benefit
1128,ambua,verb,,detach
1129,ambua,verb,,lift
1130,ambua,verb,,loosen
1131,ambua,verb,,profit
1132,ambua,verb,,pull off
1133,ambua,verb,,separate
1134,ambuka,verb,,benefit
1135,ambuka,verb,,come off
1136,ambuka,verb,,profit
1137,ambukiza,verb,,be contagious
1138,ambukiza,verb,,contaminate
1139,ambukiza,verb,,infect
1140,ambukiza,verb,,be infectious
1141,ambukiza,verb,,pollute
1142,ambukizo,noun,maambukizo,contagion
1143,ambukizo,noun 5/6,maambukizo,infection
1144,ambukizo,noun,maambukizo,infection
1145,amdelahane,noun,amdelahane,aterial
1146,amerekani,noun,,rough unbleached cotton sheeting cloth
1147,amerikani,noun,,rough unbleached cotton cloth
1148,ami,noun 9/10an,ami,paternal)
1149,amia,verb,,guard crops from birds
1150,amia,verb,,protect (a field or garden from birds and animals)
1151,amili,verb,,accomplish
1152,amili,verb,,act
1153,amili,verb,,complete
1154,amili,verb,,do
1155,amili,verb,,guide
1156,amili,verb,,lead
1157,amili,verb,,steer
1158,amina,interjection,,amen
1159,amina,interjection,,so be it
1160,amini,adjective,,devoted
1161,amini,adjective,,faithful
1162,amini,adjective,,reliable
1163,amini,adjective,,trustworthy
1164,amini,verb,,believe
1165,amini,verb,,entrust
1166,amini,verb,,trust
1167,amini,verb,,prove oneself trustworthy
1168,amini,noun,amini,rother
1169,amini,noun,amini,devotion
1170,amini,noun,amini,faithfulness
1171,amini,noun,amini,fidelity
1172,amini,noun,amini,reliability
1173,aminifu,adjective,,devoted
1174,aminifu,adjective,,faithful
1175,aminifu,adjective,,honest
1176,aminifu,adjective,,reliable
1177,aminifu,adjective,,trustworthy
1178,aminifu,adjective,,trustworthy
1179,aminika,verb,,be reliable
1180,aminika,verb,,be trusted
1181,aminika,verb,,be trustworthy
1182,aminisha,verb,,give certainty
1183,aminisha,verb,,inspire confidence
1184,aminisha,verb,,entrust
1185,aminiwa,verb,,be believed
1186,amiri,verb,,begin something
1187,shamba,mji,,
1188,field,village,,
1189,amiri,noun,maamiri,colonel
1190,amiri,noun,maamiri,commander
1191,amiri,noun,maamiri,leader
1192,amiri,noun,maamiri,officer
1193,amirisho,noun,maamirisho,beginnning
1194,amirisho,noun,maamirisho,start
1195,amiwa,verb,,be guarded
1196,amka,verb,,arise
1197,amka,verb,,awake
1198,amka,verb,,get up
1199,amka,verb,,rise
1200,amka,verb,,stir
1201,amkia,verb,,become dawn
1202,amkia,verb,,show someone one's esteem
1203,amkia,verb,,get up early
1204,amkia,verb,,greet someone
1205,amkia,verb,,grow light
1206,amkia,verb,,show someone one's respect
1207,amkia,verb,,wake up for someone
1208,amkia,verb applicative,,greet
1209,amkiana,verb,,greet (one another)
1210,amkio,noun 5/6,maamkio,greeting
1211,amkua,verb,,become dawn
1212,amkua,verb,,show someone one's esteem
1213,amkua,verb,,greet
1214,amkua,verb,,grow light
1215,amkua,verb,,show someone one's respect
1216,amkua,verb,,wake up for someone
1217,ampea,noun 9/10,ampea,ampere
1218,amri,noun 9/10,amri,authority
1219,amri,noun 9/10,amri,command
1220,amri,noun,,
1221,amri,noun,,
1222,amri,noun,amri,order
1223,amri,noun,,
1224,amri,noun,,
1225,amri,noun,,
1226,amria,verb,,decide for
1227,amrisha,verb,,command
1228,amrisha,verb,,drill (soldiers)
1229,amrisha,verb,,order
1230,amrisha,verb,,train (soldiers)
1231,amrisho,noun 5/6,maamrisho,order
1232,amriwa,verb,,be administered
1233,amriwa,verb,,be commanded
1234,amriwa,verb,,be decided
1235,amriwa,verb,,be decreed
1236,amriwa,verb,,be governed
1237,amriwa,verb,,be led
1238,amriwa,verb,,be managed
1239,amriwa,verb,,be ordered
1240,amriwa,verb,,be ordered
1241,amriwa,verb,,be prescribed
1242,amsha,verb,,rouse
1243,amsha,verb,,cause to wake up
1244,amsha,verb causative,,awaken (someone)
1245,amshwa,verb passive,,be awakened
1246,Amu,noun,,Lamu island
1247,amu,noun 9/10an,amu,paternal)
1248,amua,verb,,adjudge
1249,amua,verb,,arbitrate
1250,amua,verb,,decide
1251,amua,verb,,end a dispute
1252,amua,verb,,judge
1253,amua,verb,,settle a dispute
1254,amua,verb,,suck
1255,amulia,verb causative,,decide for
1256,amuliwa,verb passive,,be controlled
1257,amuliwa,verb passive,,be decided
1258,amuliwa,verb passive,,be dominated
1259,amuliwa,verb passive,,be judged
1260,amuliza,verb,,cause to be adjudged
1261,amuliza,verb,,send to arbitration
1262,amuliza,verb,,cause to act as an arbitrator
1263,amuliza,verb,,cause to reach a decision
1264,amuliza,verb,,cause a dispute to end
1265,amuru,verb,,administer
1266,amuru,verb,,command
1267,amuru,verb,,decide
1268,amuru,verb,,decree
1269,amuru,verb,,direct
1270,amuru,verb,,govern
1271,amuru,verb,,lead
1272,amuru,verb,,manage
1273,amuru,verb,,order
1274,amuru,verb,,prescribe
1275,amuzi,noun,maamuzi,judgement
1276,amuzi,noun,maamuzi,verdict
1277,amwa,verb,,suck
1278,amwisha,verb,,nurse (a baby)
1279,amwisha,verb,,suckle
1280,anana,adjective,,gentle
1281,anana,adjective,,mild
1282,anana,adjective,,soft
1283,anana,adjective,,thin
1284,anasa,noun 9/10,anasa,comfort
1285,anasa,noun,anasa,ood
1286,anasa,noun,anasa,joy
1287,anasa,noun 9/10,anasa,luxury
1288,anasa,noun,anasa,luxury
1289,anasa,noun 9/10,anasa,marvel
1290,anasa,noun 9/10,anasa,pleasure
1291,anasa,noun,anasa,prosperity
1292,andaa,verb,,cook (food)
1293,andaa,verb,,plan
1294,andaa,verb,,prepare (esp
1295,andaa,verb,,prepare (to cook)
1296,andalia,verb,,make preparations for
1297,war,work,,
1298,andalia,verb,,serve (eg food)
1299,andalio,noun 5/6,maandalio,preparation
1300,andaliwa,verb,,be prepared
1301,andaliwa,verb,,be ready
1302,andama,verb,,accompany
1303,andama,verb,,appear (of new moon)
1304,andama,verb,,follow
1305,andama,verb,,succeed
1306,andamana,verb,,go in a company
1307,andamana,verb,,go together
1308,andamana,verb,,demonstration)
1309,andamana,verb reciprocal,,follow one another
1310,na,verb,,be associated with
1311,andamano,noun,maandamano,demonstration
1312,andamano,noun 5/6,maandamano,procession
1313,andamano,noun,maandamano,sequence
1314,andamano,noun,maandamano,series
1315,andamano,noun,maandamano,succession
1316,andamano,noun 5/6,maandamano,train
1317,andamizi,noun,maandamizi,demonstration
1318,andamizi,noun,maandamizi,procession
1319,andamizi,noun,maandamizi,sequence
1320,andamizi,noun,maandamizi,series
1321,andamizi,noun,maandamizi,succession
1322,andamo,adjective,,consecutive
1323,andamo,adjective,,following
1324,moon,rare,,
1325,andamo,adjective,,subsequent
1326,andamwa,verb,,be followed by
1327,andao,noun,maandao,arrangement
1328,andao,noun,maandao,ood)
1329,andao,noun,maandao,measure
1330,andao,noun,maandao,preparation
1331,andao,noun,maandao,provision
1332,andazi,noun,maandazi,confectionery
1333,andazi,noun,maandazi,garnishing
1334,andazi,noun 5/6,maandazi,pastry
1335,andazi,noun,maandazi,seasoning
1336,andika,verb,,arrange
1337,andika,verb,,draw
1338,andika,verb,,enroll
1339,andika,verb,,enter
1340,andika,verb,,put in order
1341,andika,verb,,recruit
1342,andika,verb,,register
1343,andika,verb,,serve a meal
1344,andika,verb,,set in order
1345,andika,verb,,sign on
1346,andika,verb,,sketch
1347,andika,verb,,write
1348,andikanya,verb,,get each other to write
1349,andikia,verb,,write for
1350,andikia,verb,,write to someone
1351,andikiana,verb,,correspond
1352,andikiana,verb reciprocal,,write to each other
1353,andikisha,verb,,dictate
1354,andikisha,verb,,register (for voting)
1355,andikisha,verb,,have the table set (for a meal)
1356,andikisha,verb,,cause to write
1357,andikishwa,verb,,be listed
1358,andikiwa,verb,,be written to
1359,andiko,noun,maandiko,address
1360,andiko,noun,maandiko,book
1361,andiko,noun,maandiko,communiqu̩
1362,andiko,noun 5/6,maandiko,document
1363,andiko,noun,maandiko,heading
1364,andiko,noun,maandiko,inscription
1365,andiko,noun,maandiko,label
1366,andiko,noun,maandiko,manuscript
